15, 223, 15,
15, 216, 15,
15, 209, 15,
15, 202, 15,
14, 195, 14,
14, 188, 14,
14, 181, 14,
14, 174, 14,
13, 167, 13,
13, 160, 13,
13, 153, 13,
12, 146, 12,
12, 139, 12,
12, 132, 12,
11, 125, 11,
11, 118, 11,
11, 111, 11,
10, 104, 10,
10, 97, 10,
10, 90, 10,
9, 83, 9,
9, 76, 9,
8, 69, 8,
8, 62, 8,
7, 55, 7,
7, 48, 7,
6, 41, 6,
6, 34, 6,
5, 27, 5,
4, 20, 4,
3, 13, 3,
2, 6, 2,
